jaanaa,जानाँ
ganvaayega,गँवाएगा
aavaaraa,आवारा
hizr,हिज़्र
khule,खुले
payamal,पयमल
jhukan,झुकन
aaftab,आफ़ताब
unpe,उनपे
ditam,दितम
bekhud,बेख़ुद
deewaare,दीवारें
pyaari,पयारी
paga,पग
ataka,अटका
sichaa,सीचा
imtehaa,इम्तेहा
ulataa,उलटा
di,दी
baharupiya,बहरुपिया
sehta,सहता
besharam,बेशरम
mitaayenge,मिटायेंगे
nitivaan,नीतिवान
khushiyan,खुशियाँ
manamohanaa,मनमोहना
gird,गिर्द
pita,पिता
mahaakaal,महाकाल
sunaauun,सुनाऊं
dozak,दोज़ख़
left,लेफ्ट
pagala,पगला
inshalla,इंशाल्ला
ladki,लड़की
takiyaa,तकिया
bhida,भिड़ा
faramaaiye,फ़रमाइये
karaayaa,कराया
bhujegi,बुझेगी
raho,रहों
sapanon,सपनो
chhaye,छाए
kaamana,कामना
banwayenge,बनवाएँगे
andher,अँधेर
muskaraai,मुस्कराई
milne,मिलने
baand,बाँध
guzar,गुज़र
kiye,किए
majbooriya,मजबूरियाँ
apanaapan,अपनापन
ghumta,घूमता
sandes,सन्देश
vade,वादे
garm,गरम
dooriyan,दूरिया
gagan,गगन
purti,पूर्ति
akhonse,आखोंसे
zarurat,ज़रूरत
chalane,चलने
jhukaa,झुका
hunkaarein,हुंकारें
jaaein,जाएं
pighla,पिघला
bachapane,बचपने
udaayenge,उड़ाएंगे
lamhaat,लम्हात
kant,कन्त
ruukhe,रूखे
sonaa,सोना
pakaaen,पकाएं
faasalein,फासलें
kamalini,कमलिनी
din,दिन
darabaar,दरबार
taanka,टांका
duriyan,दूरीयाँ
naye,नये
jhalakana,झलकना
jagaaya,जगाया
diwaanagi,दीवानगी
vindhy,विंध्य
pahunchaati,पहुँचाती
bahakaaye,बहकाए
chhipata,छिपता
mude,मुड़े
aasara,आसरा
papad,पापड़
bahane,बहने
kayaalon,ख़यालों
bekal,बेकल
keemiyaa,कीमिया
rasiye,रसिये
raamaayan,रामायण
maroge,मरोगे
behekne,बहकने
sailyut,सैल्यूट
savar,सवार
pardaadaari,पर्दादारी
rah,रह
manjuur,मंजूर
dodhari,दोधारी
ulte,उल्टे
dhilak,ढिलक
bichhadane,बिच्छादने
dilasa,दिलासा
umeedon,उमीदों
rahe,रही
jisaka,जिसका
laraz,लरज़
udaa,उदा
mehboobon,महबूबों
sochake,सोचके
sapne,सपनें
phenke,फेंके
saai,साई
rupiya,रुपया
jisko,जिस्को
sajaniyaan,सजनियां
tarha,तरहा
nagan,नागन
jaanakar,जानकर
fitrat,फ़ितरत
meharbaan,महरबान
jhela,झेला
joshi,जोशी
najaron,नज़रों
kayaa,कया
gaana,गाना
bali,बलि
muqaam,मुक़ाम
sajila,सजीला
ari,अरि
lashkaara,लश्कारा
dariicha,दरीचा
mujhuko,मुझको
pakdi,पकड़ी
chikbuk,चिक्बुक
inhiin,इन्हीं
nandlal,नन्दलाल
karaale,कराले
kisne,किसने
pech,पेच
pardesi,पर्देसी
sagaai,सगाई
rahoongee,रहूँगी
niklenge,निकलेंगे
rokega,रोकेगा
livin,लिविन
rang,रनग
padun,पड़ूँ
bachay,बचाय
badi,बढ़ी
haavadaa,हावड़ा
rasmen,रस्में
jisski,जिसकी
kalaayi,कलाई
khisa,खीसा
jhuloon,झूलों
aalim,आलिम
banava,बनवा
tanda,तंदा
vidisha,विदिशा
masataani,मस्तानी
usakii,उसकी
pukaaruun,पुकारूँ
khinchi,खींची
jindagee,जिंदगी
zindaabaad,ज़िन्दाबाद
masatiyon,मसतियों
usse,उस
safina,सफ़ीना
jisape,जिसपे
dekhke,देखके
kaisi,किस
nikharaa,निखरा
aajamaa,आजमा
daaton,दाँतों
dilakar,दिलाकर
kum,ख़ुम
ronewali,रोनेवाली
hoo,हों
manavaan,मनवां
savayo,सवायो
dubaana,डुबाना
seharaayon,सेहराओं
toluun,तोलूँ
bigadenge,बिगड़ेंगे
haashiye,हाशिये
suta,सुता
sunaaye,सुनाई
luutegaa,लूटेगा
khoye,कोई
mehenga,महंगा
sadaayon,सदाओं
tarel,तारेल
khele,खेलें
nigahaen,निगाहें
puunji,पूंजी
pat,पत
pighalne,पिघलने
main,मान
jaauungaa,जाऊंगा
bichchhua,बिच्छुआ
paave,पावे
mileyaa,मिलेया
dewaana,दीवाना
farmaaen,फ़रमायें
jadur,जदुर
gungunaye,गुनगुनाए
duun,दूँ
nahaate,नहाते
sanvaare,सवारे
muskara,मुस्करा
chhupaaoge,छुपाओगे
chum,चूम
dilhasa,दिलासा
hunda,हुंदा
ko,को
jag,जाग
nikalta,निकलता
kidamat,ख़िदमत
mu,मू
pooje,पूजे
judne,जुड़ने
jaanaan,जानाँ
sunaayen,सुनाएं
chalte,काले
leharen,लेह्रें
baadar,बादर
dikhaayen,दिखायें
badalna,बदलना
mithi,मीठी
aapkaa,आपका
nayinyon,नईंयों
kambal,कम्बल
pitaah,पिता
khubsurat,ख़ूबसूरत
bhikra,बिखरा
apo,आपो
paahe,पाहे
humdum,हुमदूम
manzar,मंजर
ya,या
bajaayega,बजायेगा
jaauun,जाऊँ
zid,ज़िद
ruken,रुकें
niraj,नीरज
aazamaate,आज़माते
saadhanaa,साधना
thukraataa,ठुकराता
maanaa,माना
bajatii,बजती
lubhaayega,लुभाएगा
daaroongi,डारूँगी
sanware,सँवारे
sulagaa,सुलगा
haae,हाए
chamakaae,चमकाए
gaharaayi,गहराई
payal,पायल
jalate,जाए
shimalaa,शिमला
khilaaya,खिलाया
najaroge,नजरोगे
bahalati,बहलती
aajaaegaa,आजाएगा
maharabaan,महरबाँ
chaaraagar,चारागर
sajani,सजन
nadiya,नादिया
jeena,जीना
muskuraaye,मुस्कुराने
jhoolaane,झूलाने
titik,टिटिक
siinaajorii,सीनाजोरी
taante,तानते
churaayega,चुराएगा
bojha,बोझा
ujiyaare,उजियारे
palkain,पलकें
haaregi,हारेगी
faayda,फ़ायदा
girftaar,गिरफ्तार
jogiya,जिया
tadapaayegaa,तड़पाएगा
raang,रान्ग
ruth,रूठ
bhulenge,भूलेंगे
surile,सुरीले
sunaana,सुनाना
yeah,या
deewanepan,दीवानेपन
naujawaan,नौजवां
kriim,क्रीम
gayi,गये
ri,रि
lagtaa,लगता
padminiyaan,पद्मिनियाँ
pahachaanana,पहचानना
did,दीद
pishori,पिशोरी
inkaar,इंकार
chaahogee,चाहोगी
kaante,कांटे
udataa,उड़ता
riwaajon,रिवाजों
chhule,छुले
aasaman,आसमाँ
tanahaai,तनहाई
mungereelaal,मुंगेरीलाल
chatki,चटकी
bandhe,बाँधे
kudaara,ख़ुदारा
kajarari,कजरारी
tutega,टूटेगा
udaataa,उड़ाता
sawal,सवाल
bachane,बचाने
hila,हिला
suhaagan,सुहागन
machake,मचके
garaji,गरजी
lagaoon,लगाऊँ
jumr,जुमर्
chhupaayenge,छुपाएंगे
chhilati,छिलती
raagani,रागिनी
tumakao,तुमकाओ
udte,उड़ते
chhute,छूटे
hawaaye,हवायें
lachakana,लचकना
manmaani,मनमानी
bedari,बेडारी
darrti,डरती
shaalu,शालू
ghode,घोड़े
ginati,गिनती
ulazaaoge,उलझाओगे
bandar,बन्दर
nagamo,नग़मो
araam,आराम
vote,वोट
matavaale,मतवाले
lehak,लहक
milke,मिली
tir,तीर
siinaa,सीना
khilaayein,खिलायें
kaladaar,कलदार
simatna,सिमटना
inayat,इनायत
umangein,उमंगें
kaagazon,कागज़ों
qisse,क़िस्से
aau,आऊ
dulhan,दुल्हन
bewaa,बेवा
itnaa,इतना
ujhadi,उजड़ी
jataayaa,जताया
ruswaai,रुसवाई
biichak,बीचक
chamakati,चमकती
jaanoo,जानूँ
dede,देदे
nigahoo,निगाहों
hawaaye,हवाए
zyaadaa,ज़्यादा
bulle,बुल्ले
baadshaahon,बाद्शाहों
niranjan,निरन्जन
aayega,आयेगा
takadi,तकदी
chusunga,चूसूंगा
nyaaro,न्यारो
aawargi,आवारगी
insaaf,इन्साँ
bachaake,बचाके
jhapakana,झपकना
sikhaayi,सिखायी
bitaa,बीता
isakaa,इसका
sajaayee,सजायी
aazaadi,आज़ादी
chaalachalan,चालचलन
havaon,हवाओं
majbooriyan,मजबूरियाँ
masala,मसाला
rula,रुला
udatee,उड़ती
ratan,रतन
pachtaaye,पछताये
bhigoongi,भीगूँगी
puure,पूरे
samajhaaii,समझाई
taaley,ताले
kameez,कमीज़
sohrat,सोहरत
muqar,मुक़र
tapish,तपिश
machale,मचले
aapna,आपना
barasatee,बरसती
bojhil,बोझिल
rahaguzaaron,रहगुज़ारों
asaman,आसमां
jari,जारी
titliyaan,तितलियां
aashiqon,आशिक़ों
sidhaaro,सिधारो
kisane,किसने
garibon,ग़रीबों
zulam,जुलम
kachchee,कच्ची
pinjre,पिंजरे
suna,सुन
word,वर्ड
siip,सीप
tayari,तैयारी
mahajabin,महजबीं
pahuncha,पहुँचा
hasenge,हसेंगे
bachenge,बचेंगे
jhumna,झूमना
jismo,जिस्म
bitaane,बिताने
chham,छुम
rokoon,रोकूं
takalifon,तकलीफ़ों
mehkaaya,महकाया
dosh,दोष
dagaduu,दगड़ू
sunuun,सुनूं
lipati,लिपती
bujhaave,बुझावे
ada,आदा
duniya,दीया
nigodee,निगोड़ी
ghabadaana,घबड़ाना
batalaaun,बतलाऊं
pareshaan,परेशां
paapi,पापी
jvaala,ज्वाला
silvaaoonga,सिल्वाऊँगा
munniya,मुनिया
sunegi,सुनेगी
walk,वॉक
bataanaa,बताना
duniyaawaalon,दुनियावालो
daa,डा
dooriyon,दूरियों
sahamii,सहमी
khilavaad,खिलवाड़
sochi,सोची
chaao,चाओ
satao,सताओ
todate,तोड़ते
padne,पढ़ने
sahanaa,सहना
kahaan,कहाँ
dhamaake,धमाके
kaarwan,कारवाँ
sajanii,सजनी
bhiga,भीगा
doobta,डूबता
beghaanaa,बेगाना
tute,टूटे
maanate,मानते
shridevi,श्रीदेवी
tarasaayegi,तरसाएगी
tarasaauun,तरसाऊँ
dhaanche,ढाँचे
nina,नीना
chikhengi,चीखेंगी
bewafaa,बेवफ़ा
isiiliye,इसीलिए
faasalon,फ़ासलों
aajama,आजमा
kami,कमी
giregi,गिरेगी
dhundale,धुंदले
miloon,मिलूं
muka,मौका
likhata,लिखता
manzilon,मन्ज़िलों
bahalata,बहलता
kaamanaa,कामना
puravaaii,पुरवाई
gaadhi,गाड़ी
mere,मेरे
mohare,मोहरे
ayi,आईं
sunah,सुनह
ruta,रुत
ay,आय
sant,सन्त
baadal,बादल
gavaacha,गवाचा
waadaa,वादा
pairo,पैरों
jalte,जलते
royeinge,रोएँगे
karle,करले
gurave,गुरवे
moosa,मूसा
bigda,बिगड़ा
jukadi,झुकाई
toofan,तूफ़ान
nagmaa,नग़मा
nirantara,निरंतरा
golaa,गोला
bechaini,बचानी
tawindarata,तविंदरता
maheka,महका
sabit,साबित
andhiyaari,अंधियारी
udtaa,उड़ता
dildara,दिलदारा
patangaa,पतंगा
bhiigi,भीगी
sarahadein,सरहदें
ummidein,उम्मीदें
baayen,बाएं
kudaai,ख़ुदाई
hasaaenge,हसाएंगे
duubana,डूबना
dikhlaau,दिखलाऊँ
rukata,रुकता
lagoke,लगोके
baraat,बारात
lui,लुई
imaan,इमान
ekbar,एकबार
mahakenge,महकेंगे
halaka,हलका
manchala,मनचला
gili,गीली
naginon,नगीनों
khamosh,खामोश
diyaan,दियाँ
phuaare,फुआरे
chur,चूर
raaton,रातों
sil,सिल
sulaayuun,सुलाऊं
laakhon,लाखों
khulne,खुलने
nyaaraa,न्यारा
batiyate,बतियाते
piroti,पिरोती
